Repo Name,File Path,File Type,IsPod,IfSecurityAttackExist,Attack#1,Attack#2,Attack#3,Attack#4,Attack#5,Attack#6,Attack#7,Attack#8,Attack#9,Attack#10,Output,RunTime
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-blackbox-exporter\templates\role.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-blackbox-exporter\templates\rolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-blackbox-exporter\templates\selfpodmonitoring.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-blackbox-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-blackbox-exporter\templates\verticalpodautoscaler.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-cloudwatch-exporter\templates\clusterrole.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-cloudwatch-exporter\templates\clusterrolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-cloudwatch-exporter\templates\configmap.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-cloudwatch-exporter\templates\deployment.yaml,Helm,1,1,,,1,1,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-cloudwatch-exporter\templates\ingress.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-cloudwatch-exporter\templates\secrets.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-cloudwatch-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-conntrack-stats-exporter\templates\daemonset.yaml,Helm,1,1,,,,1,,,,,1,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-conntrack-stats-exporter\\templates\\daemonset.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY', 'ATTACK9_PRIVILEGED'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}, 'ATTACK9_PRIVILEGED': {'reason': 'With these configuration parameter combinations, the attacks run containers in privileged mode, giving them full access to all devices and capabilities on the host.', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false', 'allowPrivilegeEscalation': 'true', 'privileged': 'true'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-conntrack-stats-exporter\templates\podmonitor.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-conntrack-stats-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-consul-exporter\templates\deployment.yaml,Helm,1,1,,,0,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-consul-exporter\\templates\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-consul-exporter\templates\podsecuritypolicy.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-consul-exporter\templates\role.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-consul-exporter\templates\rolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-consul-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-couchdb-exporter\templates\deployment.yaml,Helm,1,1,,,0,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-couchdb-exporter\\templates\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-couchdb-exporter\templates\ingress.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-couchdb-exporter\templates\podsecuritypolicy.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-couchdb-exporter\templates\role.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-couchdb-exporter\templates\rolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-couchdb-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-druid-exporter\templates\deployment.yaml,Helm,1,1,,,0,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-druid-exporter\\templates\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-druid-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-elasticsearch-exporter\templates\cert-secret.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-elasticsearch-exporter\templates\deployment.yaml,Helm,1,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-elasticsearch-exporter\templates\podmonitor.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-elasticsearch-exporter\templates\podsecuritypolicies.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-elasticsearch-exporter\templates\role.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-elasticsearch-exporter\templates\rolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-elasticsearch-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-fastly-exporter\templates\deployment.yaml,Helm,1,1,,,0,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-fastly-exporter\\templates\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-fastly-exporter\templates\podsecuritypolicy.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-fastly-exporter\templates\role.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-fastly-exporter\templates\rolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-fastly-exporter\templates\secret.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-fastly-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-ipmi-exporter\templates\configmap.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-ipmi-exporter\templates\deployment.yaml,Helm,1,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-json-exporter\templates\configmap.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-json-exporter\templates\deployment.yaml,Helm,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-json-exporter\\templates\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-json-exporter\templates\hpa.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-json-exporter\templates\ingress.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-json-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-kafka-exporter\templates\deployment.yaml,Helm,1,1,,,1,1,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-kafka-exporter\templates\podsecuritypolicy.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-kafka-exporter\templates\role.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-kafka-exporter\templates\rolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-kafka-exporter\templates\secret.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-kafka-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-memcached-exporter\templates\deployment.yaml,Helm,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-memcached-exporter\\templates\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-memcached-exporter\templates\hpa.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-memcached-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-modbus-exporter\templates\configmap.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-modbus-exporter\templates\deployment.yaml,Helm,1,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-modbus-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-mongodb-exporter\templates\deployment.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-mongodb-exporter\templates\secret.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-mongodb-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-mysql-exporter\templates\deployment.yaml,Helm,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-mysql-exporter\\templates\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-mysql-exporter\templates\secret-config.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-mysql-exporter\templates\secret.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-mysql-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-nats-exporter\templates\deployment.yaml,Helm,1,1,,,,1,,,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-nats-exporter\\templates\\deployment.yaml', 'detected_dangerous_patterns_summary': ['ATTACK4_DOS_CPU_MEMORY'], 'details': {'ATTACK4_DOS_CPU_MEMORY': {'reason': 'With these configuration parameter combinations, the attacks exploit the absence of CPU or memory limits to consume excessive resources and cause Denial of Service (DoS).', 'dangerous_configuration_key_combinations': {'securityContext': {'runAsUser': 0, 'readOnlyRootFilesystem': 'false', 'runAsNonRoot': 'false'}, 'resources': {'limits': 'missing'}}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-nginx-exporter\templates\deployment.yaml,Helm,1,1,,,,1,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-nginx-exporter\templates\role.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-nginx-exporter\templates\rolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-nginx-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\values.yaml,,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\clusterrole.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\clusterrolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\daemonset.yaml,Helm,1,1,,,,,,1,,,,,"{'file_name': 'D:\\PhD\\Research\\K8s-config-bugs_FSE25\\final_repo_list\\repos\\prometheus-community_helm-charts\\charts\\prometheus-node-exporter\\templates\\daemonset.yaml', 'detected_dangerous_patterns_summary': ['ATTACK6_HOSTPID'], 'details': {'ATTACK6_HOSTPID': {'reason': 'With these configuration parameter combinations, the attacks grant access to the host��s process namespace, allowing containers to observe or interfere with host processes.', 'dangerous_configuration_key_combinations': {'hostPID': 'true'}}}}",
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\podmonitor.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\psp-clusterrole.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\psp-clusterrolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\psp.yaml,Helm,0,0,,,,,,0,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\rbac-configmap.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-node-exporter\templates\verticalpodautoscaler.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-opencost-exporter\templates\clusterrole.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-opencost-exporter\templates\clusterrolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-opencost-exporter\templates\deployment.yaml,Helm,1,1,,,1,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-opencost-exporter\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\deployment.yaml,Helm,1,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\poddisruptionbudget.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\psp.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\role.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\rolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\serviceaccount.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\hooks\clusterrole.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\hooks\clusterrolebinding.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\hooks\job-createSecret.yaml,Helm,,0,,,,,,,,,,,,
prometheus-community_helm-charts,D:/PhD/Research/K8s-config-bugs_FSE25/final_repo_list/repos\prometheus-community_helm-charts\charts\prometheus-operator-admission-webhook\templates\hooks\job-patchWebhook.yaml,Helm,,0,,,,,,,,,,,,
